DATEMONTHINT,STATION,PERIOD,RIDERS_PER_WEEKDAY,
201309,New Carrollton,AM Peak,6394.6,
201309,New Carrollton,Evening,406.6,
201309,New Carrollton,Late Night Peak,5.9,
201309,New Carrollton,Midday,1472,
201309,New Carrollton,PM Peak,1170.5,
201309,New York Ave,AM Peak,2222.1,
201309,New York Ave,Evening,710.9,
201309,New York Ave,Late Night Peak,22.7,
201309,New York Ave,Midday,1681.6,
201309,New York Ave,PM Peak,3717.3,
201309,Pentagon,AM Peak,6254.9,
201309,Pentagon,Evening,620.8,
201309,Pentagon,Late Night Peak,5.3,
201309,Pentagon,Midday,2853.4,
201309,Pentagon,PM Peak,6652.7,
201309,Pentagon City,AM Peak,5782.4,
201309,Pentagon City,Evening,2002.6,
201309,Pentagon City,Late Night Peak,19.6,
201309,Pentagon City,Midday,3258.1,
201309,Pentagon City,PM Peak,4006.7,
201309,Potomac Avenue,AM Peak,2044.3,
201309,Potomac Avenue,Evening,296.8,
201309,Potomac Avenue,Late Night Peak,8.8,
201309,Potomac Avenue,Midday,827.4,
201309,Potomac Avenue,PM Peak,600.1,
201309,Prince George's Plaza,AM Peak,2347.4,
201309,Prince George's Plaza,Evening,567.4,
201309,Prince George's Plaza,Late Night Peak,17.4,
201309,Prince George's Plaza,Midday,1205.3,
201309,Prince George's Plaza,PM Peak,1050.8,
201309,Reagan Washington National Airport,AM Peak,822.9,
201309,Reagan Washington National Airport,Evening,1377.3,
201309,Reagan Washington National Airport,Late Night Peak,13.1,
201309,Reagan Washington National Airport,Midday,1948.4,
201309,Reagan Washington National Airport,PM Peak,1856.7,
201309,Rhode Island Avenue,AM Peak,2661.3,
201309,Rhode Island Avenue,Evening,490.3,
201309,Rhode Island Avenue,Late Night Peak,13.5,
201309,Rhode Island Avenue,Midday,1513.1,
201309,Rhode Island Avenue,PM Peak,1258.9,
201309,Rockville,AM Peak,2447.6,
201309,Rockville,Evening,393.7,
201309,Rockville,Late Night Peak,9,
201309,Rockville,Midday,1049.8,
201309,Rockville,PM Peak,1138.3,
201309,Rosslyn,AM Peak,4371.8,
201309,Rosslyn,Evening,1658,
201309,Rosslyn,Late Night Peak,35.4,
201309,Rosslyn,Midday,3101.7,
201309,Rosslyn,PM Peak,6614.1,
201309,Shady Grove,AM Peak,9561.9,
201309,Shady Grove,Evening,410.3,
201309,Shady Grove,Late Night Peak,7.9,
201309,Shady Grove,Midday,2056.7,
201309,Shady Grove,PM Peak,1517.4,
201309,Shaw-Howard University,AM Peak,1489.1,
201309,Shaw-Howard University,Evening,790.6,
201309,Shaw-Howard University,Late Night Peak,57,
201309,Shaw-Howard University,Midday,1240.9,
201309,Shaw-Howard University,PM Peak,1817.3,
201309,Silver Spring,AM Peak,6214.3,
201309,Silver Spring,Evening,1148.8,
201309,Silver Spring,Late Night Peak,44.2,
201309,Silver Spring,Midday,2591.3,
201309,Silver Spring,PM Peak,3066.2,
201309,Smithsonian,AM Peak,290.1,
201309,Smithsonian,Evening,803.1,
201309,Smithsonian,Late Night Peak,10.8,
201309,Smithsonian,Midday,1720.9,
201309,Smithsonian,PM Peak,6051.1,
201309,Southern Avenue,AM Peak,3679.8,
201309,Southern Avenue,Evening,289.7,
201309,Southern Avenue,Late Night Peak,8.1,
201309,Southern Avenue,Midday,1027.3,
201309,Southern Avenue,PM Peak,534.1,
201309,Stadium-Armory,AM Peak,1215.1,
201309,Stadium-Armory,Evening,357.3,
201309,Stadium-Armory,Late Night Peak,7.1,
201309,Stadium-Armory,Midday,575.6,
201309,Stadium-Armory,PM Peak,710.9,
201309,Suitland,AM Peak,3554.5,
201309,Suitland,Evening,337.8,
201309,Suitland,Late Night Peak,6.8,
201309,Suitland,Midday,1038.4,
201309,Suitland,PM Peak,1073,
201309,Takoma,AM Peak,3368.9,
201309,Takoma,Evening,343.4,
201309,Takoma,Late Night Peak,9,
201309,Takoma,Midday,1202.6,
201309,Takoma,PM Peak,880.3,
201309,Tenleytown-AU,AM Peak,1937.8,
201309,Tenleytown-AU,Evening,1393.3,
201309,Tenleytown-AU,Late Night Peak,25.7,
201309,Tenleytown-AU,Midday,1609.8,
201309,Tenleytown-AU,PM Peak,2945.1,
201309,Twinbrook,AM Peak,2370.4,
201309,Twinbrook,Evening,299.2,
201309,Twinbrook,Late Night Peak,6.7,
201309,Twinbrook,Midday,893.8,
201309,Twinbrook,PM Peak,980.7,
201309,Tysons Corner,PM Peak,2,
201309,U Street-Cardozo,AM Peak,2034.3,
201309,U Street-Cardozo,Evening,1859,
201309,U Street-Cardozo,Late Night Peak,356.3,
201309,U Street-Cardozo,Midday,1321.1,
201309,U Street-Cardozo,PM Peak,1878.3,
201309,Union Station,AM Peak,9974.1,
201309,Union Station,Evening,4179.3,
201309,Union Station,Late Night Peak,69.8,
201309,Union Station,Midday,5869.1,
201309,Union Station,PM Peak,12943.2,
201309,Van Dorn Street,AM Peak,2262,
201309,Van Dorn Street,Evening,181.1,
201309,Van Dorn Street,Late Night Peak,5,
201309,Van Dorn Street,Midday,574.5,
201309,Van Dorn Street,PM Peak,436.8,
201309,Van Ness-UDC,AM Peak,2723.4,
201309,Van Ness-UDC,Evening,884.8,
201309,Van Ness-UDC,Late Night Peak,12,
201309,Van Ness-UDC,Midday,1594.8,
201309,Van Ness-UDC,PM Peak,1807,
201309,Vienna,AM Peak,9536.2,
201309,Vienna,Evening,581.5,
201309,Vienna,Late Night Peak,23.4,
201309,Vienna,Midday,1755.6,
201309,Vienna,PM Peak,1500.8,
201309,Virginia Square-GMU,AM Peak,1850.5,
201309,Virginia Square-GMU,Evening,394.1,
201309,Virginia Square-GMU,Late Night Peak,5.5,
201309,Virginia Square-GMU,Midday,648.6,
201309,Virginia Square-GMU,PM Peak,1014,
201309,Waterfront,AM Peak,1303.8,
201309,Waterfront,Evening,539.2,
201309,Waterfront,Late Night Peak,18.8,
201309,Waterfront,Midday,990.2,
201309,Waterfront,PM Peak,1278.4,
201309,West Falls Church,AM Peak,6853,
201309,West Falls Church,Evening,490.9,
201309,West Falls Church,Late Night Peak,4.8,
201309,West Falls Church,Midday,1412,
201309,West Falls Church,PM Peak,1703.5,
201309,West Hyattsville,AM Peak,2255.2,
201309,West Hyattsville,Evening,236.8,
201309,West Hyattsville,Late Night Peak,7.3,
201309,West Hyattsville,Midday,865.9,
201309,West Hyattsville,PM Peak,568.2,
201309,Wheaton,AM Peak,2121.5,
201309,Wheaton,Evening,390.3,
201309,Wheaton,Late Night Peak,6.4,
201309,Wheaton,Midday,837.4,
201309,Wheaton,PM Peak,688.6,
201309,White Flint,AM Peak,1655.1,
201309,White Flint,Evening,298.8,
201309,White Flint,Late Night Peak,10,
201309,White Flint,Midday,771.9,
201309,White Flint,PM Peak,1250.6,
201309,Woodley Park-Zoo,AM Peak,2734.9,
201309,Woodley Park-Zoo,Evening,812.4,
201309,Woodley Park-Zoo,Late Night Peak,93.7,
201309,Woodley Park-Zoo,Midday,1659.4,
201309,Woodley Park-Zoo,PM Peak,1623.9,
201310,Addison Road,AM Peak,1906,
201310,Addison Road,Evening,185.4,
201310,Addison Road,Late Night Peak,3.4,
201310,Addison Road,Midday,698.8,
201310,Addison Road,PM Peak,352.6,
201310,Anacostia,AM Peak,2834.7,
201310,Anacostia,Evening,506.1,
201310,Anacostia,Late Night Peak,14.7,
201310,Anacostia,Midday,1887.2,
201310,Anacostia,PM Peak,1805.2,
201310,Archives-Navy Memorial,AM Peak,366.8,
201310,Archives-Navy Memorial,Evening,1037.2,
201310,Archives-Navy Memorial,Late Night Peak,23.5,
201310,Archives-Navy Memorial,Midday,1284.2,
201310,Archives-Navy Memorial,PM Peak,4736,
201310,Arlington Cemetery,AM Peak,11.5,
201310,Arlington Cemetery,Evening,1,
201310,Arlington Cemetery,Late Night Peak,1,
201310,Arlington Cemetery,Midday,538.5,
201310,Arlington Cemetery,PM Peak,427.1,
201310,Ballston,AM Peak,4241.2,
201310,Ballston,Evening,1150.9,
201310,Ballston,Late Night Peak,32,
201310,Ballston,Midday,1983.8,
201310,Ballston,PM Peak,3670.1,
201310,Benning Road,AM Peak,1597.7,
201310,Benning Road,Evening,213.9,
201310,Benning Road,Late Night Peak,5.6,
201310,Benning Road,Midday,749.7,
201310,Benning Road,PM Peak,477.1,
201310,Bethesda,AM Peak,3010.6,
201310,Bethesda,Evening,1408.7,
201310,Bethesda,Late Night Peak,44,
201310,Bethesda,Midday,1928.8,
201310,Bethesda,PM Peak,3831.5,
201310,Braddock Road,AM Peak,2470.8,
201310,Braddock Road,Evening,245.3,
201310,Braddock Road,Late Night Peak,4.9,
201310,Braddock Road,Midday,692.7,
201310,Braddock Road,PM Peak,875.5,
201310,Branch Avenue,AM Peak,4261.1,
201310,Branch Avenue,Evening,216.9,
201310,Branch Avenue,Late Night Peak,3.6,
201310,Branch Avenue,Midday,812.8,
201310,Branch Avenue,PM Peak,509,
201310,Brookland,AM Peak,2069.8,
201310,Brookland,Evening,857.6,
201310,Brookland,Late Night Peak,11,
201310,Brookland,Midday,1718.2,
201310,Brookland,PM Peak,2531.8,
201310,Capitol Heights,AM Peak,1126.2,
201310,Capitol Heights,Evening,117.5,
201310,Capitol Heights,Late Night Peak,5,
201310,Capitol Heights,Midday,438.6,
201310,Capitol Heights,PM Peak,273.2,
201310,Capitol South,AM Peak,831.4,
201310,Capitol South,Evening,888.5,
201310,Capitol South,Late Night Peak,11.1,
201310,Capitol South,Midday,1383.6,
201310,Capitol South,PM Peak,3454.5,
201310,Cheverly,AM Peak,911,
201310,Cheverly,Evening,60.3,
201310,Cheverly,Late Night Peak,2.8,
201310,Cheverly,Midday,270,
201310,Cheverly,PM Peak,192.9,
201310,Clarendon,AM Peak,1780.9,
201310,Clarendon,Evening,774,
201310,Clarendon,Late Night Peak,106.2,
201310,Clarendon,Midday,771.7,
201310,Clarendon,PM Peak,1032.5,
201310,Cleveland Park,AM Peak,2161.7,
201310,Cleveland Park,Evening,522,
201310,Cleveland Park,Late Night Peak,15.1,
201310,Cleveland Park,Midday,953.8,
201310,Cleveland Park,PM Peak,729,
201310,College Park-U of MD,AM Peak,1658.8,
201310,College Park-U of MD,Evening,472.3,
201310,College Park-U of MD,Late Night Peak,14.5,
201310,College Park-U of MD,Midday,959.7,
201310,College Park-U of MD,PM Peak,1244.7,
201310,Columbia Heights,AM Peak,4070,
201310,Columbia Heights,Evening,1921.9,
201310,Columbia Heights,Late Night Peak,77.8,
201310,Columbia Heights,Midday,2853,
201310,Columbia Heights,PM Peak,3549.7,
201310,Congress Heights,AM Peak,1421.6,
201310,Congress Heights,Evening,194.7,
201310,Congress Heights,Late Night Peak,4.8,
201310,Congress Heights,Midday,686,
201310,Congress Heights,PM Peak,506.3,
201310,Court House,AM Peak,3335.3,
201310,Court House,Evening,663.3,
201310,Court House,Late Night Peak,22.2,
201310,Court House,Midday,1342.1,
201310,Court House,PM Peak,2191.1,
201310,Crystal City,AM Peak,3724.1,
201310,Crystal City,Evening,892.3,
201310,Crystal City,Late Night Peak,28,
201310,Crystal City,Midday,2531,
201310,Crystal City,PM Peak,4447.4,
201310,Deanwood,AM Peak,850.1,
201310,Deanwood,Evening,110.4,
201310,Deanwood,Late Night Peak,3,
201310,Deanwood,Midday,394,
201310,Deanwood,PM Peak,257.5,
201310,Dunn Loring,AM Peak,2692.5,
201310,Dunn Loring,Evening,297.3,
201310,Dunn Loring,Late Night Peak,7.1,
201310,Dunn Loring,Midday,891.2,
201310,Dunn Loring,PM Peak,1018.3,
201310,Dupont Circle,AM Peak,3684.7,
201310,Dupont Circle,Evening,4634.3,
201310,Dupont Circle,Late Night Peak,216.9,
201310,Dupont Circle,Midday,4037,
201310,Dupont Circle,PM Peak,8549.6,
201310,East Falls Church,AM Peak,2365.7,
201310,East Falls Church,Evening,208.1,
201310,East Falls Church,Late Night Peak,4.3,
201310,East Falls Church,Midday,612.3,
201310,East Falls Church,PM Peak,572.5,
201310,Eastern Market,AM Peak,2032.9,
201310,Eastern Market,Evening,861,
201310,Eastern Market,Late Night Peak,33,
201310,Eastern Market,Midday,1335.4,
201310,Eastern Market,PM Peak,1632.6,
201310,Eisenhower Avenue,AM Peak,784.5,
201310,Eisenhower Avenue,Evening,144,
201310,Eisenhower Avenue,Late Night Peak,5.5,
201310,Eisenhower Avenue,Midday,363.2,
201310,Eisenhower Avenue,PM Peak,478.1,
201310,Farragut North,AM Peak,1141.2,
201310,Farragut North,Evening,4250.3,
201310,Farragut North,Late Night Peak,72.4,
201310,Farragut North,Midday,3865,
201310,Farragut North,PM Peak,15617.1,
201310,Farragut West,AM Peak,1292.8,
201310,Farragut West,Evening,3805.9,
201310,Farragut West,Late Night Peak,108.9,
201310,Farragut West,Midday,3308.8,
201310,Farragut West,PM Peak,13630.5,
201310,Federal Center SW,AM Peak,379.6,
201310,Federal Center SW,Evening,303.5,
201310,Federal Center SW,Late Night Peak,2.6,
201310,Federal Center SW,Midday,799.2,
201310,Federal Center SW,PM Peak,2671.1,
201310,Federal Triangle,AM Peak,164.9,
201310,Federal Triangle,Evening,632.7,
201310,Federal Triangle,Late Night Peak,11.3,
201310,Federal Triangle,Midday,1152.7,
201310,Federal Triangle,PM Peak,4383.3,
201310,Foggy Bottom,AM Peak,2042.2,
201310,Foggy Bottom,Evening,4994.5,
201310,Foggy Bottom,Late Night Peak,108,
201310,Foggy Bottom,Midday,3993.3,
201310,Foggy Bottom,PM Peak,10937.9,
201310,Forest Glen,AM Peak,1529,
201310,Forest Glen,Evening,93.9,
201310,Forest Glen,Late Night Peak,3.2,
201310,Forest Glen,Midday,355,
201310,Forest Glen,PM Peak,271.8,
201310,Fort Totten,AM Peak,3799.5,
201310,Fort Totten,Evening,573.9,
201310,Fort Totten,Late Night Peak,15,
201310,Fort Totten,Midday,1728.5,
201310,Fort Totten,PM Peak,1566.9,
201310,Franconia-Springfield,AM Peak,5016,
201310,Franconia-Springfield,Evening,298.6,
201310,Franconia-Springfield,Late Night Peak,3.1,
201310,Franconia-Springfield,Midday,1336.7,
201310,Franconia-Springfield,PM Peak,889.2,
201310,Friendship Heights,AM Peak,3028.7,
201310,Friendship Heights,Evening,1242.8,
201310,Friendship Heights,Late Night Peak,31.3,
201310,Friendship Heights,Midday,2057.1,
201310,Friendship Heights,PM Peak,2946.8,
201310,Gallery Place-Chinatown,AM Peak,1684.8,
201310,Gallery Place-Chinatown,Evening,7281.3,
201310,Gallery Place-Chinatown,Late Night Peak,377,
201310,Gallery Place-Chinatown,Midday,3907.5,
201310,Gallery Place-Chinatown,PM Peak,10731.4,
201310,Georgia Avenue-Petworth,AM Peak,2564.4,
201310,Georgia Avenue-Petworth,Evening,638,
201310,Georgia Avenue-Petworth,Late Night Peak,27.4,
201310,Georgia Avenue-Petworth,Midday,1347.4,
201310,Georgia Avenue-Petworth,PM Peak,1362.2,
201310,Glenmont,AM Peak,4032.5,
201310,Glenmont,Evening,184.9,
201310,Glenmont,Late Night Peak,3.9,
201310,Glenmont,Midday,955.7,
201310,Glenmont,PM Peak,511.6,
201310,Greenbelt,AM Peak,3588.9,
201310,Greenbelt,Evening,367.5,
201310,Greenbelt,Late Night Peak,4.5,
201310,Greenbelt,Midday,1065.2,
201310,Greenbelt,PM Peak,806.2,
201310,Grosvenor,AM Peak,3539.9,
201310,Grosvenor,Evening,254.8,
201310,Grosvenor,Late Night Peak,3.7,
201310,Grosvenor,Midday,877.2,
201310,Grosvenor,PM Peak,703.3,
201310,Huntington,AM Peak,5490.6,
201310,Huntington,Evening,265,
201310,Huntington,Late Night Peak,5.7,
201310,Huntington,Midday,1230.6,
201310,Huntington,PM Peak,808.8,
201310,Judiciary Square,AM Peak,460.4,
201310,Judiciary Square,Evening,655,
201310,Judiciary Square,Late Night Peak,6,
201310,Judiciary Square,Midday,1851.8,
201310,Judiciary Square,PM Peak,4835.4,
201310,King Street,AM Peak,2779.2,
201310,King Street,Evening,1067.2,
201310,King Street,Late Night Peak,25.7,
201310,King Street,Midday,1761.5,
201310,King Street,PM Peak,3052.2,
201310,L'Enfant Plaza,AM Peak,2495.1,
201310,L'Enfant Plaza,Evening,1077.4,
201310,L'Enfant Plaza,Late Night Peak,18.4,
201310,L'Enfant Plaza,Midday,2615.2,
201310,L'Enfant Plaza,PM Peak,9331.5,
201310,Landover,AM Peak,1261.8,
201310,Landover,Evening,94.2,
201310,Landover,Late Night Peak,2.1,
201310,Landover,Midday,368.5,
201310,Landover,PM Peak,197.3,
201310,Largo Town Center,AM Peak,2887.5,
201310,Largo Town Center,Evening,299.3,
201310,Largo Town Center,Late Night Peak,9.5,
201310,Largo Town Center,Midday,748.4,
201310,Largo Town Center,PM Peak,514.5,
201310,McLean,Midday,15.7,
201310,McPherson Square,AM Peak,1473.3,
201310,McPherson Square,Evening,2155.9,
201310,McPherson Square,Late Night Peak,60.9,
201310,McPherson Square,Midday,2385.4,
201310,McPherson Square,PM Peak,8888.2,
201310,Medical Center,AM Peak,850,
201310,Medical Center,Evening,530.5,
201310,Medical Center,Late Night Peak,4.2,
201310,Medical Center,Midday,921.3,
201310,Medical Center,PM Peak,2865.9,
201310,Metro Center,AM Peak,1450.6,
201310,Metro Center,Evening,5279.2,
201310,Metro Center,Late Night Peak,102.9,
201310,Metro Center,Midday,4459.7,
201310,Metro Center,PM Peak,14406.6,
201310,Minnesota Avenue,AM Peak,1118.5,
201310,Minnesota Avenue,Evening,254.2,
201310,Minnesota Avenue,Late Night Peak,6.4,
201310,Minnesota Avenue,Midday,775.1,
201310,Minnesota Avenue,PM Peak,716,
201310,Morgan Blvd.,AM Peak,1230,
201310,Morgan Blvd.,Evening,79,
201310,Morgan Blvd.,Late Night Peak,1.8,
201310,Morgan Blvd.,Midday,315,
201310,Morgan Blvd.,PM Peak,205.7,
201310,Mt. Vernon Square-UDC,AM Peak,1110.1,
201310,Mt. Vernon Square-UDC,Evening,719,
201310,Mt. Vernon Square-UDC,Late Night Peak,30.2,
201310,Mt. Vernon Square-UDC,Midday,1071.7,
201310,Mt. Vernon Square-UDC,PM Peak,1705.9,
201310,Navy Yard,AM Peak,979.3,
201310,Navy Yard,Evening,531,
201310,Navy Yard,Late Night Peak,12.5,
201310,Navy Yard,Midday,1037.9,
201310,Navy Yard,PM Peak,3280.6,
201310,Naylor Road,AM Peak,1731.6,
201310,Naylor Road,Evening,194.6,
201310,Naylor Road,Late Night Peak,5.4,
201310,Naylor Road,Midday,617.4,
201310,Naylor Road,PM Peak,368.4,
201310,New Carrollton,AM Peak,5505.7,
201310,New Carrollton,Evening,366.7,
201310,New Carrollton,Late Night Peak,4.3,
201310,New Carrollton,Midday,1381.7,
201310,New Carrollton,PM Peak,1056.8,
201310,New York Ave,AM Peak,2080,
201310,New York Ave,Evening,705.2,
201310,New York Ave,Late Night Peak,42,
201310,New York Ave,Midday,1598.1,
201310,New York Ave,PM Peak,3339.4,
201310,Pentagon,AM Peak,5651.8,
201310,Pentagon,Evening,540.6,
201310,Pentagon,Late Night Peak,4.2,
201310,Pentagon,Midday,2811.9,
201310,Pentagon,PM Peak,6298.2,
201310,Pentagon City,AM Peak,5166.3,
201310,Pentagon City,Evening,1980.8,
201310,Pentagon City,Late Night Peak,17.6,
201310,Pentagon City,Midday,3282.1,
201310,Pentagon City,PM Peak,3800.7,
201310,Potomac Avenue,AM Peak,1896.4,
201310,Potomac Avenue,Evening,297.2,
201310,Potomac Avenue,Late Night Peak,10,
201310,Potomac Avenue,Midday,863.2,
201310,Potomac Avenue,PM Peak,608,
201310,Prince George's Plaza,AM Peak,2129.9,
201310,Prince George's Plaza,Evening,555.1,
201310,Prince George's Plaza,Late Night Peak,13,
201310,Prince George's Plaza,Midday,1229.7,
201310,Prince George's Plaza,PM Peak,1014.2,
201310,Reagan Washington National Airport,AM Peak,714.7,
201310,Reagan Washington National Airport,Evening,1342.3,
201310,Reagan Washington National Airport,Late Night Peak,17.1,
201310,Reagan Washington National Airport,Midday,1882.1,
201310,Reagan Washington National Airport,PM Peak,1824.2,
201310,Rhode Island Avenue,AM Peak,2430,
201310,Rhode Island Avenue,Evening,479.5,
201310,Rhode Island Avenue,Late Night Peak,12.4,
201310,Rhode Island Avenue,Midday,1521.1,
201310,Rhode Island Avenue,PM Peak,1243.9,
201310,Rockville,AM Peak,2225.6,
201310,Rockville,Evening,388.5,
201310,Rockville,Late Night Peak,6.9,
201310,Rockville,Midday,1009.7,
201310,Rockville,PM Peak,1117.6,
201310,Rosslyn,AM Peak,4047.4,
201310,Rosslyn,Evening,1618.5,
201310,Rosslyn,Late Night Peak,33,
201310,Rosslyn,Midday,3195.4,
201310,Rosslyn,PM Peak,6587.9,
201310,Shady Grove,AM Peak,8616,
201310,Shady Grove,Evening,410.2,
201310,Shady Grove,Late Night Peak,8.3,
201310,Shady Grove,Midday,1935.8,
201310,Shady Grove,PM Peak,1398.3,
201310,Shaw-Howard University,AM Peak,1400.1,
201310,Shaw-Howard University,Evening,822.6,
201310,Shaw-Howard University,Late Night Peak,49,
201310,Shaw-Howard University,Midday,1257,
201310,Shaw-Howard University,PM Peak,1807.1,
201310,Silver Spring,AM Peak,5661.6,
201310,Silver Spring,Evening,1105.5,
201310,Silver Spring,Late Night Peak,23,
201310,Silver Spring,Midday,2592,
201310,Silver Spring,PM Peak,2885.9,
201310,Smithsonian,AM Peak,223.2,
201310,Smithsonian,Evening,459,
201310,Smithsonian,Late Night Peak,7.3,
201310,Smithsonian,Midday,1358.7,
201310,Smithsonian,PM Peak,4205.5,
201310,Southern Avenue,AM Peak,3272.4,
201310,Southern Avenue,Evening,282.5,
201310,Southern Avenue,Late Night Peak,7,
201310,Southern Avenue,Midday,1012.4,
201310,Southern Avenue,PM Peak,524.7,
201310,Stadium-Armory,AM Peak,1139.4,
201310,Stadium-Armory,Evening,450.2,
201310,Stadium-Armory,Late Night Peak,10.1,
201310,Stadium-Armory,Midday,831.6,
201310,Stadium-Armory,PM Peak,999.7,
201310,Suitland,AM Peak,3179.9,
201310,Suitland,Evening,303.5,
201310,Suitland,Late Night Peak,7.3,
201310,Suitland,Midday,1010.8,
201310,Suitland,PM Peak,831.5,
201310,Takoma,AM Peak,3103.6,
201310,Takoma,Evening,334,
201310,Takoma,Late Night Peak,4.8,
201310,Takoma,Midday,1219.8,
201310,Takoma,PM Peak,849.2,
201310,Tenleytown-AU,AM Peak,1822.4,
201310,Tenleytown-AU,Evening,1320.3,
201310,Tenleytown-AU,Late Night Peak,21,
201310,Tenleytown-AU,Midday,1618.6,
201310,Tenleytown-AU,PM Peak,2841.5,
201310,Twinbrook,AM Peak,2103.5,
201310,Twinbrook,Evening,279.7,
201310,Twinbrook,Late Night Peak,7.9,
201310,Twinbrook,Midday,864.7,
201310,Twinbrook,PM Peak,888.5,
201310,U Street-Cardozo,AM Peak,1956.2,
201310,U Street-Cardozo,Evening,1957.8,
201310,U Street-Cardozo,Late Night Peak,282.1,
201310,U Street-Cardozo,Midday,1340.3,
201310,U Street-Cardozo,PM Peak,1906,
201310,Union Station,AM Peak,9110.8,
201310,Union Station,Evening,3786.2,
201310,Union Station,Late Night Peak,54.4,
201310,Union Station,Midday,5677.6,
201310,Union Station,PM Peak,11961.3,
201310,Van Dorn Street,AM Peak,2072.5,
201310,Van Dorn Street,Evening,181.7,
201310,Van Dorn Street,Late Night Peak,3.5,
201310,Van Dorn Street,Midday,531.1,
201310,Van Dorn Street,PM Peak,416.7,
201310,Van Ness-UDC,AM Peak,2619.5,
201310,Van Ness-UDC,Evening,869.8,
201310,Van Ness-UDC,Late Night Peak,10,
201310,Van Ness-UDC,Midday,1639.4,
201310,Van Ness-UDC,PM Peak,1866.5,
201310,Vienna,AM Peak,8520.7,
201310,Vienna,Evening,531.1,
201310,Vienna,Late Night Peak,7.3,
201310,Vienna,Midday,1715.6,
201310,Vienna,PM Peak,1369,
201310,Virginia Square-GMU,AM Peak,1740,
201310,Virginia Square-GMU,Evening,361.7,
201310,Virginia Square-GMU,Late Night Peak,5.6,
201310,Virginia Square-GMU,Midday,674.3,
201310,Virginia Square-GMU,PM Peak,978.1,
201310,Waterfront,AM Peak,1228.6,
201310,Waterfront,Evening,445.8,
201310,Waterfront,Late Night Peak,12.7,
201310,Waterfront,Midday,975.3,
201310,Waterfront,PM Peak,1236.9,
201310,West Falls Church,AM Peak,6210.6,
201310,West Falls Church,Evening,479.7,
201310,West Falls Church,Late Night Peak,4.2,
201310,West Falls Church,Midday,1318.5,
201310,West Falls Church,PM Peak,1644,
201310,West Hyattsville,AM Peak,2105.2,
201310,West Hyattsville,Evening,217.2,
201310,West Hyattsville,Late Night Peak,6.2,
201310,West Hyattsville,Midday,881.9,
201310,West Hyattsville,PM Peak,577.3,
201310,Wheaton,AM Peak,1980.9,
201310,Wheaton,Evening,395.7,
201310,Wheaton,Late Night Peak,4.9,
201310,Wheaton,Midday,842,
201310,Wheaton,PM Peak,722.7,
201310,White Flint,AM Peak,1498.2,
201310,White Flint,Evening,278.3,
201310,White Flint,Late Night Peak,7.8,
201310,White Flint,Midday,722.5,
201310,White Flint,PM Peak,1097.1,
201310,Wiehle,AM Peak,5.3,
201310,Wiehle,Midday,9.3,
201310,Wiehle,PM Peak,6,
201310,Woodley Park-Zoo,AM Peak,2612.1,
201310,Woodley Park-Zoo,Evening,822.5,
201310,Woodley Park-Zoo,Late Night Peak,56.6,
201310,Woodley Park-Zoo,Midday,1593.3,
201310,Woodley Park-Zoo,PM Peak,1479,
201311,Addison Road,AM Peak,1990.2,
201311,Addison Road,Evening,186.2,
201311,Addison Road,Late Night Peak,5.6,
201311,Addison Road,Midday,697.2,
201311,Addison Road,PM Peak,355.9,
201311,Anacostia,AM Peak,2882.1,
201311,Anacostia,Evening,471.6,
201311,Anacostia,Late Night Peak,17.5,
201311,Anacostia,Midday,1899.5,
201311,Anacostia,PM Peak,1835.8,
201311,Archives-Navy Memorial,AM Peak,361.1,
201311,Archives-Navy Memorial,Evening,1124.1,
201311,Archives-Navy Memorial,Late Night Peak,27.8,
201311,Archives-Navy Memorial,Midday,1536.2,
201311,Archives-Navy Memorial,PM Peak,5393.8,
201311,Arlington Cemetery,AM Peak,13.7,
201311,Arlington Cemetery,Evening,2,
201311,Arlington Cemetery,Midday,396.2,
201311,Arlington Cemetery,PM Peak,288.1,
201311,Ballston,AM Peak,4356.6,
201311,Ballston,Evening,1088.1,
201311,Ballston,Late Night Peak,44.2,
201311,Ballston,Midday,2020.9,
201311,Ballston,PM Peak,3757.7,
201311,Benning Road,AM Peak,1625.7,
201311,Benning Road,Evening,190.2,
201311,Benning Road,Late Night Peak,8.1,
201311,Benning Road,Midday,749.4,
201311,Benning Road,PM Peak,475.2,
201311,Bethesda,AM Peak,3066.8,
201311,Bethesda,Evening,1393.6,
201311,Bethesda,Late Night Peak,67.8,
201311,Bethesda,Midday,1952.1,
201311,Bethesda,PM Peak,3755.3,
201311,Braddock Road,AM Peak,2547.4,
201311,Braddock Road,Evening,224.7,
201311,Braddock Road,Late Night Peak,6.1,
201311,Braddock Road,Midday,670.3,
201311,Braddock Road,PM Peak,833.2,
201311,Branch Avenue,AM Peak,4660.6,
201311,Branch Avenue,Evening,228.3,
201311,Branch Avenue,Late Night Peak,5.5,
201311,Branch Avenue,Midday,782.3,
201311,Branch Avenue,PM Peak,549.3,
201311,Brookland,AM Peak,2090.4,
201311,Brookland,Evening,736.5,
201311,Brookland,Late Night Peak,17.8,
201311,Brookland,Midday,1648.3,
201311,Brookland,PM Peak,2335.9,
201311,Capitol Heights,AM Peak,1204.4,
201311,Capitol Heights,Evening,120.7,
201311,Capitol Heights,Late Night Peak,5.4,
201311,Capitol Heights,Midday,439,
201311,Capitol Heights,PM Peak,257.4,
201311,Capitol South,AM Peak,891.3,
201311,Capitol South,Evening,859.2,
