DATEMONTHINT,STATION,PERIOD,RIDERS_PER_WEEKDAY,
201311,Capitol South,Late Night Peak,8.2,
201311,Capitol South,Midday,1651.8,
201311,Capitol South,PM Peak,4022.9,
201311,Cheverly,AM Peak,957.8,
201311,Cheverly,Evening,56.3,
201311,Cheverly,Late Night Peak,1.7,
201311,Cheverly,Midday,241.4,
201311,Cheverly,PM Peak,182.8,
201311,Clarendon,AM Peak,1818.6,
201311,Clarendon,Evening,733.9,
201311,Clarendon,Late Night Peak,133.9,
201311,Clarendon,Midday,767.9,
201311,Clarendon,PM Peak,992.3,
201311,Cleveland Park,AM Peak,2145.8,
201311,Cleveland Park,Evening,514.6,
201311,Cleveland Park,Late Night Peak,21.7,
201311,Cleveland Park,Midday,928.6,
201311,Cleveland Park,PM Peak,703.7,
201311,College Park-U of MD,AM Peak,1780.3,
201311,College Park-U of MD,Evening,450.8,
201311,College Park-U of MD,Late Night Peak,16.1,
201311,College Park-U of MD,Midday,964.9,
201311,College Park-U of MD,PM Peak,1333.8,
201311,Columbia Heights,AM Peak,4172,
201311,Columbia Heights,Evening,1803.4,
201311,Columbia Heights,Late Night Peak,102.8,
201311,Columbia Heights,Midday,2875.7,
201311,Columbia Heights,PM Peak,3555.9,
201311,Congress Heights,AM Peak,1418.6,
201311,Congress Heights,Evening,180.4,
201311,Congress Heights,Late Night Peak,6.5,
201311,Congress Heights,Midday,674.3,
201311,Congress Heights,PM Peak,491.7,
201311,Court House,AM Peak,3271.8,
201311,Court House,Evening,645.6,
201311,Court House,Late Night Peak,35.2,
201311,Court House,Midday,1334.1,
201311,Court House,PM Peak,2116.1,
201311,Crystal City,AM Peak,3791.7,
201311,Crystal City,Evening,832.3,
201311,Crystal City,Late Night Peak,26.9,
201311,Crystal City,Midday,2434.3,
201311,Crystal City,PM Peak,4362.6,
201311,Deanwood,AM Peak,866,
201311,Deanwood,Evening,104.5,
201311,Deanwood,Late Night Peak,4.3,
201311,Deanwood,Midday,400.4,
201311,Deanwood,PM Peak,248.8,
201311,Dunn Loring,AM Peak,2800.8,
201311,Dunn Loring,Evening,296.3,
201311,Dunn Loring,Late Night Peak,9.2,
201311,Dunn Loring,Midday,887,
201311,Dunn Loring,PM Peak,1023.1,
201311,Dupont Circle,AM Peak,3731.9,
201311,Dupont Circle,Evening,4184,
201311,Dupont Circle,Late Night Peak,317.5,
201311,Dupont Circle,Midday,3891.2,
201311,Dupont Circle,PM Peak,7999.6,
201311,East Falls Church,AM Peak,2430.3,
201311,East Falls Church,Evening,202.6,
201311,East Falls Church,Late Night Peak,6.9,
201311,East Falls Church,Midday,603.3,
201311,East Falls Church,PM Peak,592.6,
201311,Eastern Market,AM Peak,2038.1,
201311,Eastern Market,Evening,754.1,
201311,Eastern Market,Late Night Peak,31.8,
201311,Eastern Market,Midday,1261.5,
201311,Eastern Market,PM Peak,1552.5,
201311,Eisenhower Avenue,AM Peak,779,
201311,Eisenhower Avenue,Evening,147.5,
201311,Eisenhower Avenue,Late Night Peak,11.2,
201311,Eisenhower Avenue,Midday,330.3,
201311,Eisenhower Avenue,PM Peak,442.7,
201311,Farragut North,AM Peak,1185.9,
201311,Farragut North,Evening,3980.1,
201311,Farragut North,Late Night Peak,120.3,
201311,Farragut North,Midday,3883.9,
201311,Farragut North,PM Peak,14867.5,
201311,Farragut West,AM Peak,1458.4,
201311,Farragut West,Evening,3497.6,
201311,Farragut West,Late Night Peak,121.7,
201311,Farragut West,Midday,3597.2,
201311,Farragut West,PM Peak,13326,
201311,Federal Center SW,AM Peak,422.1,
201311,Federal Center SW,Evening,343.3,
201311,Federal Center SW,Late Night Peak,2.5,
201311,Federal Center SW,Midday,1045.6,
201311,Federal Center SW,PM Peak,3427,
201311,Federal Triangle,AM Peak,180.5,
201311,Federal Triangle,Evening,775.4,
201311,Federal Triangle,Late Night Peak,13.7,
201311,Federal Triangle,Midday,1472.3,
201311,Federal Triangle,PM Peak,5801.5,
201311,Foggy Bottom,AM Peak,2109.4,
201311,Foggy Bottom,Evening,4372.6,
201311,Foggy Bottom,Late Night Peak,132.8,
201311,Foggy Bottom,Midday,4189.8,
201311,Foggy Bottom,PM Peak,10374.7,
201311,Forest Glen,AM Peak,1568.7,
201311,Forest Glen,Evening,94,
201311,Forest Glen,Late Night Peak,3.3,
201311,Forest Glen,Midday,361.2,
201311,Forest Glen,PM Peak,292.2,
201311,Fort Totten,AM Peak,3811.4,
201311,Fort Totten,Evening,508.2,
201311,Fort Totten,Late Night Peak,21.3,
201311,Fort Totten,Midday,1660.6,
201311,Fort Totten,PM Peak,1499.2,
201311,Franconia-Springfield,AM Peak,5193.6,
201311,Franconia-Springfield,Evening,279.2,
201311,Franconia-Springfield,Late Night Peak,4.3,
201311,Franconia-Springfield,Midday,1348.7,
201311,Franconia-Springfield,PM Peak,941.8,
201311,Friendship Heights,AM Peak,3065.8,
201311,Friendship Heights,Evening,1239.1,
201311,Friendship Heights,Late Night Peak,46.8,
201311,Friendship Heights,Midday,2075.7,
201311,Friendship Heights,PM Peak,2903.2,
201311,Gallery Place-Chinatown,AM Peak,1720.9,
201311,Gallery Place-Chinatown,Evening,9278.5,
201311,Gallery Place-Chinatown,Late Night Peak,459.6,
201311,Gallery Place-Chinatown,Midday,4143.5,
201311,Gallery Place-Chinatown,PM Peak,11041.8,
201311,Georgia Avenue-Petworth,AM Peak,2659.1,
201311,Georgia Avenue-Petworth,Evening,587.1,
201311,Georgia Avenue-Petworth,Late Night Peak,30.1,
201311,Georgia Avenue-Petworth,Midday,1341.8,
201311,Georgia Avenue-Petworth,PM Peak,1403.1,
201311,Glenmont,AM Peak,4255.3,
201311,Glenmont,Evening,190.6,
201311,Glenmont,Late Night Peak,6.2,
201311,Glenmont,Midday,966.5,
201311,Glenmont,PM Peak,574.5,
201311,Greenbelt,AM Peak,3865.8,
201311,Greenbelt,Evening,346.3,
201311,Greenbelt,Late Night Peak,6.5,
201311,Greenbelt,Midday,1046.3,
201311,Greenbelt,PM Peak,934.4,
201311,Greensboro,Midday,12.7,
201311,Grosvenor,AM Peak,3692.3,
201311,Grosvenor,Evening,253.7,
201311,Grosvenor,Late Night Peak,5.6,
201311,Grosvenor,Midday,872.3,
201311,Grosvenor,PM Peak,812.3,
201311,Huntington,AM Peak,5691.7,
201311,Huntington,Evening,246.4,
201311,Huntington,Late Night Peak,6.5,
201311,Huntington,Midday,1187.7,
201311,Huntington,PM Peak,753.1,
201311,Judiciary Square,AM Peak,472.7,
201311,Judiciary Square,Evening,746.3,
201311,Judiciary Square,Late Night Peak,8,
201311,Judiciary Square,Midday,2020.1,
201311,Judiciary Square,PM Peak,5572.8,
201311,King Street,AM Peak,2811.6,
201311,King Street,Evening,961.8,
201311,King Street,Late Night Peak,29,
201311,King Street,Midday,1610.2,
201311,King Street,PM Peak,2834.6,
201311,L'Enfant Plaza,AM Peak,2733.3,
201311,L'Enfant Plaza,Evening,1157.3,
201311,L'Enfant Plaza,Late Night Peak,21.6,
201311,L'Enfant Plaza,Midday,3287,
201311,L'Enfant Plaza,PM Peak,11262.4,
201311,Landover,AM Peak,1353.4,
201311,Landover,Evening,93.4,
201311,Landover,Late Night Peak,2.9,
201311,Landover,Midday,358.3,
201311,Landover,PM Peak,189.9,
201311,Largo Town Center,AM Peak,3110.8,
201311,Largo Town Center,Evening,281.9,
201311,Largo Town Center,Late Night Peak,13.3,
201311,Largo Town Center,Midday,726.1,
201311,Largo Town Center,PM Peak,514.9,
201311,McPherson Square,AM Peak,1508,
201311,McPherson Square,Evening,2096.1,
201311,McPherson Square,Late Night Peak,74.8,
201311,McPherson Square,Midday,2536,
201311,McPherson Square,PM Peak,9055.9,
201311,Medical Center,AM Peak,902.8,
201311,Medical Center,Evening,679.3,
201311,Medical Center,Late Night Peak,8.1,
201311,Medical Center,Midday,997.2,
201311,Medical Center,PM Peak,3427.3,
201311,Metro Center,AM Peak,1579.1,
201311,Metro Center,Evening,5636.8,
201311,Metro Center,Late Night Peak,152.1,
201311,Metro Center,Midday,4644.5,
201311,Metro Center,PM Peak,14512.2,
201311,Minnesota Avenue,AM Peak,1141.8,
201311,Minnesota Avenue,Evening,239,
201311,Minnesota Avenue,Late Night Peak,8.9,
201311,Minnesota Avenue,Midday,775.4,
201311,Minnesota Avenue,PM Peak,689.6,
201311,Morgan Blvd.,AM Peak,1320.5,
201311,Morgan Blvd.,Evening,284.2,
201311,Morgan Blvd.,Late Night Peak,81.9,
201311,Morgan Blvd.,Midday,305.8,
201311,Morgan Blvd.,PM Peak,193.1,
201311,Mt. Vernon Square-UDC,AM Peak,1100,
201311,Mt. Vernon Square-UDC,Evening,631,
201311,Mt. Vernon Square-UDC,Late Night Peak,35.8,
201311,Mt. Vernon Square-UDC,Midday,894.1,
201311,Mt. Vernon Square-UDC,PM Peak,1345.9,
201311,Navy Yard,AM Peak,1000.7,
201311,Navy Yard,Evening,527.5,
201311,Navy Yard,Late Night Peak,21.2,
201311,Navy Yard,Midday,1090.2,
201311,Navy Yard,PM Peak,3426,
201311,Naylor Road,AM Peak,1787.3,
201311,Naylor Road,Evening,187.2,
201311,Naylor Road,Late Night Peak,7.1,
201311,Naylor Road,Midday,617.8,
201311,Naylor Road,PM Peak,364.7,
201311,New Carrollton,AM Peak,5980.4,
201311,New Carrollton,Evening,358.7,
201311,New Carrollton,Late Night Peak,7.8,
201311,New Carrollton,Midday,1385.7,
201311,New Carrollton,PM Peak,1089.7,
201311,New York Ave,AM Peak,2105.3,
201311,New York Ave,Evening,653.8,
201311,New York Ave,Late Night Peak,33.3,
201311,New York Ave,Midday,1678.4,
201311,New York Ave,PM Peak,3524.4,
201311,Pentagon,AM Peak,5858.7,
201311,Pentagon,Evening,509.6,
201311,Pentagon,Late Night Peak,4.9,
201311,Pentagon,Midday,2880.7,
201311,Pentagon,PM Peak,6131.6,
201311,Pentagon City,AM Peak,5372.1,
201311,Pentagon City,Evening,2041.5,
201311,Pentagon City,Late Night Peak,26.1,
201311,Pentagon City,Midday,3354.3,
201311,Pentagon City,PM Peak,4074.4,
201311,Potomac Avenue,AM Peak,1932,
201311,Potomac Avenue,Evening,261.8,
201311,Potomac Avenue,Late Night Peak,9.1,
201311,Potomac Avenue,Midday,865.7,
201311,Potomac Avenue,PM Peak,597.1,
201311,Prince George's Plaza,AM Peak,2201.6,
201311,Prince George's Plaza,Evening,534.8,
201311,Prince George's Plaza,Late Night Peak,23,
201311,Prince George's Plaza,Midday,1166.7,
201311,Prince George's Plaza,PM Peak,1069.7,
201311,Reagan Washington National Airport,AM Peak,704.8,
201311,Reagan Washington National Airport,Evening,1325,
201311,Reagan Washington National Airport,Late Night Peak,14.9,
201311,Reagan Washington National Airport,Midday,1830.1,
201311,Reagan Washington National Airport,PM Peak,1858.3,
201311,Rhode Island Avenue,AM Peak,2426.1,
201311,Rhode Island Avenue,Evening,451.1,
201311,Rhode Island Avenue,Late Night Peak,16.7,
201311,Rhode Island Avenue,Midday,1500.7,
201311,Rhode Island Avenue,PM Peak,1225.7,
201311,Rockville,AM Peak,2257.5,
201311,Rockville,Evening,356.2,
201311,Rockville,Late Night Peak,9.6,
201311,Rockville,Midday,962.4,
201311,Rockville,PM Peak,1088.1,
201311,Rosslyn,AM Peak,4226.2,
201311,Rosslyn,Evening,1485.8,
201311,Rosslyn,Late Night Peak,44.1,
201311,Rosslyn,Midday,3122.1,
201311,Rosslyn,PM Peak,6277,
201311,Shady Grove,AM Peak,8878.6,
201311,Shady Grove,Evening,386.8,
201311,Shady Grove,Late Night Peak,12.1,
201311,Shady Grove,Midday,1930.4,
201311,Shady Grove,PM Peak,1531.5,
201311,Shaw-Howard University,AM Peak,1447.5,
201311,Shaw-Howard University,Evening,684.5,
201311,Shaw-Howard University,Late Night Peak,47.1,
201311,Shaw-Howard University,Midday,1252.2,
201311,Shaw-Howard University,PM Peak,1674.1,
201311,Silver Spring,AM Peak,5752.8,
201311,Silver Spring,Evening,1101.4,
201311,Silver Spring,Late Night Peak,59.1,
201311,Silver Spring,Midday,2484.3,
201311,Silver Spring,PM Peak,2958.1,
201311,Smithsonian,AM Peak,271.7,
201311,Smithsonian,Evening,554.6,
201311,Smithsonian,Late Night Peak,8.9,
201311,Smithsonian,Midday,1862.8,
201311,Smithsonian,PM Peak,5692.1,
201311,Southern Avenue,AM Peak,3426.3,
201311,Southern Avenue,Evening,266.9,
201311,Southern Avenue,Late Night Peak,8.1,
201311,Southern Avenue,Midday,982.7,
201311,Southern Avenue,PM Peak,509.3,
201311,Spring Hill,AM Peak,6.5,
201311,Spring Hill,Midday,8.3,
201311,Spring Hill,PM Peak,2,
201311,Stadium-Armory,AM Peak,1187.8,
201311,Stadium-Armory,Evening,229.6,
201311,Stadium-Armory,Late Night Peak,7.1,
201311,Stadium-Armory,Midday,656.9,
201311,Stadium-Armory,PM Peak,665.1,
201311,Suitland,AM Peak,3325.3,
201311,Suitland,Evening,286.8,
201311,Suitland,Late Night Peak,9.6,
201311,Suitland,Midday,1006.6,
201311,Suitland,PM Peak,1007.7,
201311,Takoma,AM Peak,3044.9,
201311,Takoma,Evening,314.5,
201311,Takoma,Late Night Peak,10.2,
201311,Takoma,Midday,1153.2,
201311,Takoma,PM Peak,789.4,
201311,Tenleytown-AU,AM Peak,1827.1,
201311,Tenleytown-AU,Evening,1184.4,
201311,Tenleytown-AU,Late Night Peak,27.9,
201311,Tenleytown-AU,Midday,1684.2,
201311,Tenleytown-AU,PM Peak,2775.6,
201311,Twinbrook,AM Peak,2227.6,
201311,Twinbrook,Evening,264.2,
201311,Twinbrook,Late Night Peak,8.6,
201311,Twinbrook,Midday,863.1,
201311,Twinbrook,PM Peak,942.9,
201311,Tysons Corner,AM Peak,1,
201311,Tysons Corner,Midday,4,
201311,U Street-Cardozo,AM Peak,1990.3,
201311,U Street-Cardozo,Evening,1667.5,
201311,U Street-Cardozo,Late Night Peak,331.8,
201311,U Street-Cardozo,Midday,1319.3,
201311,U Street-Cardozo,PM Peak,1869.4,
201311,Union Station,AM Peak,9270.2,
201311,Union Station,Evening,3766.8,
201311,Union Station,Late Night Peak,96,
201311,Union Station,Midday,5773.2,
201311,Union Station,PM Peak,12323.6,
201311,Van Dorn Street,AM Peak,2082.3,
201311,Van Dorn Street,Evening,171.4,
201311,Van Dorn Street,Late Night Peak,3.7,
201311,Van Dorn Street,Midday,494.5,
201311,Van Dorn Street,PM Peak,413.3,
201311,Van Ness-UDC,AM Peak,2582.3,
201311,Van Ness-UDC,Evening,762.8,
201311,Van Ness-UDC,Late Night Peak,14.1,
201311,Van Ness-UDC,Midday,1533.4,
201311,Van Ness-UDC,PM Peak,1738.9,
201311,Vienna,AM Peak,8668.8,
201311,Vienna,Evening,512.6,
201311,Vienna,Late Night Peak,10.5,
201311,Vienna,Midday,1759.1,
201311,Vienna,PM Peak,1467.4,
201311,Virginia Square-GMU,AM Peak,1740.9,
201311,Virginia Square-GMU,Evening,334.6,
201311,Virginia Square-GMU,Late Night Peak,7.6,
201311,Virginia Square-GMU,Midday,651.4,
201311,Virginia Square-GMU,PM Peak,935.6,
201311,Waterfront,AM Peak,1239.6,
201311,Waterfront,Evening,392.6,
201311,Waterfront,Late Night Peak,20.9,
201311,Waterfront,Midday,915.3,
201311,Waterfront,PM Peak,1172.5,
201311,West Falls Church,AM Peak,6417.8,
201311,West Falls Church,Evening,486.7,
201311,West Falls Church,Late Night Peak,6,
201311,West Falls Church,Midday,1289.7,
201311,West Falls Church,PM Peak,1618.8,
201311,West Hyattsville,AM Peak,2116.6,
201311,West Hyattsville,Evening,201,
201311,West Hyattsville,Late Night Peak,5.7,
201311,West Hyattsville,Midday,853.7,
201311,West Hyattsville,PM Peak,580.5,
201311,Wheaton,AM Peak,2032.6,
201311,Wheaton,Evening,377.7,
201311,Wheaton,Late Night Peak,7.4,
201311,Wheaton,Midday,849.6,
201311,Wheaton,PM Peak,733.1,
201311,White Flint,AM Peak,1533.9,
201311,White Flint,Evening,296.8,
201311,White Flint,Late Night Peak,13.5,
201311,White Flint,Midday,746.7,
201311,White Flint,PM Peak,1145.1,
201311,Wiehle,AM Peak,4.3,
201311,Wiehle,Midday,2.8,
201311,Woodley Park-Zoo,AM Peak,2480.6,
201311,Woodley Park-Zoo,Evening,842.7,
201311,Woodley Park-Zoo,Late Night Peak,87.9,
201311,Woodley Park-Zoo,Midday,1658.4,
201311,Woodley Park-Zoo,PM Peak,1640.6,
201312,Addison Road,AM Peak,1748,
201312,Addison Road,Evening,173.9,
201312,Addison Road,Late Night Peak,4.3,
201312,Addison Road,Midday,704.8,
201312,Addison Road,PM Peak,338.7,
201312,Anacostia,AM Peak,2515.5,
201312,Anacostia,Evening,477.8,
201312,Anacostia,Late Night Peak,14.4,
201312,Anacostia,Midday,1888.6,
201312,Anacostia,PM Peak,1671.5,
201312,Archives-Navy Memorial,AM Peak,330.7,
201312,Archives-Navy Memorial,Evening,1042.4,
201312,Archives-Navy Memorial,Late Night Peak,32.1,
201312,Archives-Navy Memorial,Midday,1474.6,
201312,Archives-Navy Memorial,PM Peak,4654.1,
201312,Arlington Cemetery,AM Peak,8.2,
201312,Arlington Cemetery,Evening,1,
201312,Arlington Cemetery,Midday,292,
201312,Arlington Cemetery,PM Peak,224.3,
201312,Ballston,AM Peak,3638.2,
201312,Ballston,Evening,992.3,
201312,Ballston,Late Night Peak,43.5,
201312,Ballston,Midday,1897.6,
201312,Ballston,PM Peak,3190.9,
201312,Benning Road,AM Peak,1392.7,
201312,Benning Road,Evening,195.5,
201312,Benning Road,Late Night Peak,7.5,
201312,Benning Road,Midday,780.4,
201312,Benning Road,PM Peak,437.8,
201312,Bethesda,AM Peak,2551.7,
201312,Bethesda,Evening,1275.5,
201312,Bethesda,Late Night Peak,61.2,
201312,Bethesda,Midday,1880.6,
201312,Bethesda,PM Peak,3332.8,
201312,Braddock Road,AM Peak,2100,
201312,Braddock Road,Evening,220.8,
201312,Braddock Road,Late Night Peak,9,
201312,Braddock Road,Midday,688.6,
201312,Braddock Road,PM Peak,731.7,
201312,Branch Avenue,AM Peak,3952.7,
201312,Branch Avenue,Evening,228.6,
201312,Branch Avenue,Late Night Peak,3.8,
201312,Branch Avenue,Midday,841.5,
201312,Branch Avenue,PM Peak,507,
201312,Brookland,AM Peak,1704.3,
201312,Brookland,Evening,492.3,
201312,Brookland,Late Night Peak,11.8,
201312,Brookland,Midday,1442.9,
201312,Brookland,PM Peak,1756.6,
201312,Capitol Heights,AM Peak,1040.3,
201312,Capitol Heights,Evening,115.8,
201312,Capitol Heights,Late Night Peak,5.7,
201312,Capitol Heights,Midday,437.2,
201312,Capitol Heights,PM Peak,243,
201312,Capitol South,AM Peak,684.9,
201312,Capitol South,Evening,755,
201312,Capitol South,Late Night Peak,14.5,
201312,Capitol South,Midday,1354.9,
201312,Capitol South,PM Peak,3146,
201312,Cheverly,AM Peak,800.7,
201312,Cheverly,Evening,47.2,
201312,Cheverly,Late Night Peak,1.8,
201312,Cheverly,Midday,247.8,
201312,Cheverly,PM Peak,166.8,
201312,Clarendon,AM Peak,1500.7,
201312,Clarendon,Evening,652.4,
201312,Clarendon,Late Night Peak,140.9,
201312,Clarendon,Midday,775.4,
201312,Clarendon,PM Peak,933.1,
201312,Cleveland Park,AM Peak,1789.7,
201312,Cleveland Park,Evening,554.8,
201312,Cleveland Park,Late Night Peak,28.1,
201312,Cleveland Park,Midday,924.5,
201312,Cleveland Park,PM Peak,677.5,
201312,College Park-U of MD,AM Peak,1428.4,
201312,College Park-U of MD,Evening,332.1,
201312,College Park-U of MD,Late Night Peak,10.9,
201312,College Park-U of MD,Midday,793.9,
201312,College Park-U of MD,PM Peak,967.7,
201312,Columbia Heights,AM Peak,3518.2,
201312,Columbia Heights,Evening,1701,
201312,Columbia Heights,Late Night Peak,105,
201312,Columbia Heights,Midday,2857.7,
201312,Columbia Heights,PM Peak,3264.8,
201312,Congress Heights,AM Peak,1238.7,
201312,Congress Heights,Evening,172,
201312,Congress Heights,Late Night Peak,6,
201312,Congress Heights,Midday,684.9,
201312,Congress Heights,PM Peak,450.7,
201312,Court House,AM Peak,2658.2,
201312,Court House,Evening,598.6,
201312,Court House,Late Night Peak,31.3,
201312,Court House,Midday,1278.7,
201312,Court House,PM Peak,1835.1,
201312,Crystal City,AM Peak,3026.8,
201312,Crystal City,Evening,751.6,
201312,Crystal City,Late Night Peak,25,
201312,Crystal City,Midday,2274.5,
201312,Crystal City,PM Peak,3660.2,
201312,Deanwood,AM Peak,741.3,
201312,Deanwood,Evening,105.6,
201312,Deanwood,Late Night Peak,4.2,
201312,Deanwood,Midday,388.1,
201312,Deanwood,PM Peak,235.8,
201312,Dunn Loring,AM Peak,2331.5,
201312,Dunn Loring,Evening,286.7,
201312,Dunn Loring,Late Night Peak,7.4,
201312,Dunn Loring,Midday,847.4,
201312,Dunn Loring,PM Peak,898.9,
201312,Dupont Circle,AM Peak,3028.8,
201312,Dupont Circle,Evening,3581.8,
201312,Dupont Circle,Late Night Peak,297.8,
201312,Dupont Circle,Midday,3565.5,
201312,Dupont Circle,PM Peak,6811.6,
201312,East Falls Church,AM Peak,2013.4,
201312,East Falls Church,Evening,214.6,
201312,East Falls Church,Late Night Peak,11,
201312,East Falls Church,Midday,632.6,
201312,East Falls Church,PM Peak,540,
201312,Eastern Market,AM Peak,1716.1,
201312,Eastern Market,Evening,703.9,
201312,Eastern Market,Late Night Peak,43.1,
201312,Eastern Market,Midday,1291,
201312,Eastern Market,PM Peak,1402.6,
201312,Eisenhower Avenue,AM Peak,654,
201312,Eisenhower Avenue,Evening,145.1,
201312,Eisenhower Avenue,Late Night Peak,7.1,
201312,Eisenhower Avenue,Midday,313.7,
201312,Eisenhower Avenue,PM Peak,407.9,
201312,Farragut North,AM Peak,955,
201312,Farragut North,Evening,3439,
201312,Farragut North,Late Night Peak,118.3,
